img_name,ess_steps,score_text,score_num,entropy_before,entropy_after,token_num,retrieval_score
110.jpg,"- Step 1: ENG PUMP (affected): OFF
- Step 2: LDG DIST PROC: APPLY (Multiply the landing distance by 1.1 due to the loss of ground spoilers 2 + 4.)
- Step 3: FLAPS SLOW
- Step 4: CAT 3 SINGLE","1. Accuracy: 2
   - The generated steps accurately match the warning scenario of ""HYD Y ENG 2 PUMP LO PR, YELLOW ENG 2 PUMP..OFF."" The steps provided are consistent with the checklist for a Y system loss.

2. Comprehensiveness: 1
   - The steps include detailed explanations, such as the reason for applying the landing distance procedure (due to the loss of ground spoilers 2 + 4).

3. Hallucination: 0
   - The steps are consistent with the given checklist. They follow the procedure for a Y system loss as outlined in the standard checklist.

4. Conciseness: 0
   - The steps are necessary and direct for the warning. They provide clear instructions without requiring additional interpretation or unnecessary details.

Overall, the generated steps are accurate, comprehensive, consistent with the checklist, and concise.",2 1 0 0,5.086023925378796,4.962517091558364,103,2 1 0 0
111.jpg,- Step 1: BLUE ELEC PUMP...OFF,"1. Accuracy: 2
   - The instruction ""BLUE ELEC PUMP.....OFF"" fully matches the warning scenario ""HYD B ELEC PUMP OVHT,"" as it correctly instructs to turn off the blue electric pump in response to an overheat warning.

2. Comprehensiveness: 0
   - The generated step lacks detailed explanations. It simply states the action to be taken without providing any additional context or reasoning for the step.

3. Hallucination: 0
   - The step is consistent with the given checklist. It correctly follows the instruction to turn off the blue electric pump in response to the overheat warning.

4. Conciseness: 0
   - The step is clear and direct, providing the necessary action without requiring additional interpretation or judgment from the pilot.

Overall, the generated step is accurate, consistent with the checklist, and concise, but it lacks comprehensiveness in terms of providing detailed explanations.",2 0 0 0,4.927479008062145,3.93624341298306,100,2 1 0 0
112.jpg,"- Step 1: YELLOW ELEC PUMP: OFF
- Step 2: YELLOW ENG 2 PUMP: ON
- Step 3: PTU: AUTO","1. Accuracy: 2
   - The generated steps accurately match the warning scenario of ""HYD Y ELEC PUMP OVHT."" The steps provided are consistent with the checklist for this specific warning.

2. Comprehensiveness: 0
   - The generated steps do not include detailed explanations. They are direct actions without any additional context or explanation.

3. Hallucination: 0
   - The steps are consistent with the given checklist. They stem directly from the checklist provided for the scenario of an electrical pump overheat.

4. Conciseness: 0
   - The steps are necessary and direct for the warning. They do not include unnecessary information or require additional interpretation by the pilot.

Justification: The generated steps are accurate and concise, directly reflecting the checklist for the given warning scenario. However, they lack detailed explanations, which affects their comprehensiveness.",2 0 0 0,4.9816925440232325,4.215887109489729,92,2 1 0 0
113.jpg,"- Step 1: YELLOW ELEC PUMP: OFF
- Step 2: LDG DIST PROC: APPLY
- Step 3: FLAPS SLOW
- Step 4: CAT 3 SINGLE ONLY","1. Accuracy: 2
   - The generated steps fully match the warning scenario of ""HYD Y ELEC PUMP OVHT."" The steps provided are appropriate for addressing the overheat condition as per the standard checklist.

2. Comprehensiveness: 0
   - The generated steps do not include detailed explanations. They are direct instructions without further elaboration on the actions or their implications.

3. Hallucination: 0
   - The steps are consistent with the given checklist. They follow the procedure outlined for the scenario of an electrical pump overheat.

4. Conciseness: 0
   - The steps are necessary and direct for the warning. They provide clear instructions without requiring additional interpretation or judgment from the pilot.

Overall, the generated steps are accurate, concise, and consistent with the checklist, but they lack detailed explanations.",2 0 0 0,4.9816925440232325,4.352610022954528,92,2 1 0 0
117.jpg,"I'm sorry, but the provided input does not match the checklist for the current warning ""EIS DMC 2 FAULT"". Therefore, I am unable to generate the required steps. Please provide the correct checklist for ""EIS DMC 2 FAULT"" for accurate assistance.","1. Accuracy: 0
   - The generated steps do not match the warning scenario ""EIS DMC 2 FAULT"". The response indicates a lack of relevant steps for this specific warning.

2. Comprehensiveness: 0
   - The response does not include any detailed explanations or steps related to the ""EIS DMC 2 FAULT"" scenario.

3. Hallucination: 0
   - The response correctly identifies that the provided input does not match the checklist for the warning scenario, thus avoiding any hallucination.

4. Conciseness: 0
   - The response is clear and direct in stating the inability to provide steps due to a mismatch in the checklist, without unnecessary information.

Justification:
The generated response correctly identifies that the provided checklist does not match the warning scenario, thus avoiding incorrect or irrelevant instructions. However, it fails to provide any steps or detailed explanations for the ""EIS DMC 2 FAULT"" warning, resulting in low scores for accuracy and comprehensiveness. The response is concise and avoids hallucination by not providing incorrect steps.",0 0 0 0,4.861304385518518,4.587846694017442,78,0 1 1 0
118.jpg,"- Step 1: Crew awareness **STATUS**
- Step 2: INOP SYS - CAT 3 DUAL
- Step 3: FWC 1(2) **CAT 3 SINGLE ONLY**","1. Accuracy: 2
   - The generated steps accurately match the warning scenario ""FWS FWC 1 FAULT"" as they align with the standard checklist provided for this specific fault.

2. Comprehensiveness: 1
   - The steps include detailed explanations such as ""Crew awareness **STATUS**"" and ""INOP SYS - CAT 3 DUAL,"" which provide necessary information for the crew to understand the situation.

3. Hallucination: 0
   - The steps are consistent with the given checklist. They follow the standard procedure outlined for the ""FWS FWC 1 FAULT"" warning.

4. Conciseness: 0
   - The steps are clear and direct, providing necessary information without requiring additional interpretation or judgment from the pilot. They are concise and to the point.

Overall, the generated steps are accurate, comprehensive, consistent with the checklist, and concise.",2 1 0 0,4.394577019104744,4.548611892018452,81,2 0 0 0
119.jpg,"- Step 1: Pull, then push, the C/B of the affected FWC (FWC 2: Q7 on 121VU)","1. Accuracy: 2 - The instruction accurately matches the warning scenario by addressing the FWS FWC 2 FAULT and specifies the correct circuit breaker (Q7 on 121VU) to pull and push.

2. Comprehensiveness: 0 - The generated step does not include detailed explanations. It provides only the action to be taken without any additional context or guidance.

3. Hallucination: 0 - The step is consistent with the given checklist. It correctly follows the procedure outlined for the FWS FWC 2 FAULT.

4. Conciseness: 0 - The step is clear and direct, providing the necessary action without requiring additional interpretation or judgment from the pilot.

Justification: The generated step accurately follows the checklist for the specific fault warning and is concise, but it lacks comprehensiveness as it does not provide any additional explanations or context.",2 0 0 0,4.87270123961344,4.45036431735916,81,2 0 0 0
12.jpg,"I'm sorry, but the provided checklist does not contain specific actions related to the current warning ""F/CTL FLAP LVR NOT ZERO."" Please provide more relevant checklist information or additional details for accurate instructions.","1. Accuracy: 0
   - The generated steps do not match the warning scenario ""F/CTL FLAP LVR NOT ZERO."" The response indicates a lack of specific actions related to the warning, which suggests a mismatch.

2. Comprehensiveness: 0
   - The generated response does not provide any detailed explanations or steps to address the warning scenario.

3. Hallucination: 1
   - The response does not stem from the checklist provided. It states that the checklist does not contain specific actions, which is not consistent with the checklist's content.

4. Conciseness: 0
   - The response is concise, as it directly states the lack of relevant information without unnecessary details.

Justification:
The generated steps fail to address the specific warning scenario and do not provide any actionable instructions. The response does not align with the checklist provided, indicating a lack of consistency. While the response is concise, it lacks the necessary detail and accuracy to be useful in this context.",0 0 1 0,5.162272294457242,4.5286621409903285,82,0 0 1 0
121.jpg,- Step 1: MONITOR OVERHEAD PANEL,"1. Accuracy: 1
- The instruction partially matches the warning scenario. The warning is for ""FWS SDAC 2 FAULT,"" but the step provided is for ""FWS SDAC 1 + 2 FAULT."" It is not entirely clear if the same step applies to just SDAC 2 fault.

2. Comprehensiveness: 0
- The generated step does not include detailed explanations. It simply states to ""MONITOR OVERHEAD PANEL"" without further guidance or context.

3. Hallucination: 0
- The step is consistent with the given checklist, as ""MONITOR OVERHEAD PANEL"" is the first step in the checklist for ""FWS SDAC 1 + 2 FAULT.""

4. Conciseness: 0
- The step is necessary and direct for the warning. It provides a clear action without requiring additional interpretation or explanation.

Justification:
The instruction partially matches the scenario because it is not specific to ""FWS SDAC 2 FAULT"" but rather to ""FWS SDAC 1 + 2 FAULT."" It lacks comprehensiveness as it does not provide detailed explanations. However, it does not hallucinate as it is consistent with the checklist, and it is concise, providing a clear and direct step.",1 0 0 0,5.027019720820806,4.152518266288633,81,1 1 0 2
122.jpg,"- Step 1: BRK FAN (if installed) - ON
- Step 2: DELAY T.O. FOR COOL (if on ground)
- Step 3: IF PERF PERMITS, L/G - DN FOR COOL (if in flight)","1. Accuracy: 2
   - The generated steps accurately match the warning scenario of ""BRAKES HOT."" They correctly identify the actions to be taken both on the ground and in-flight as per the standard checklist.

2. Comprehensiveness: 0
   - The generated steps do not include detailed explanations or additional context that would help the pilot understand the rationale behind each action. They are simply a list of actions without further elaboration.

3. Hallucination: 0
   - The steps are consistent with the given checklist. They stem directly from the checklist and do not introduce any incorrect or unrelated information.

4. Conciseness: 0
   - The steps are necessary and direct for the warning. They provide clear and direct instructions without requiring additional interpretation or judgment from the pilot.

Overall, the generated steps are accurate and concise but lack comprehensiveness in terms of providing detailed explanations. They are consistent with the checklist and do not contain any hallucinated information.",2 0 0 0,4.944612121820091,4.836794532987259,0,2 1 0 0
124.jpg,"- Step 1: BRK FAN (if installed) - ON
- Step 2: DELAY T.O. FOR COOL","1. Accuracy: 2
   - The generated steps match the warning scenario ""BRAKES HOT"" accurately. Step 1 corresponds to turning on the brake fan if installed, and Step 2 advises delaying takeoff for cooling, which are both relevant actions for the given warning.

2. Comprehensiveness: 0
   - The generated steps lack detailed explanations. The instructions do not provide additional context or conditions under which these actions should be taken, such as the specific brake temperature limits or the timing for turning on the brake fan.

3. Hallucination: 0
   - The steps are consistent with the given checklist. They are directly derived from the checklist instructions for handling the ""BRAKES HOT"" warning.

4. Conciseness: 0
   - The steps are necessary and direct for the warning. They provide clear actions without requiring additional interpretation or judgment from the pilot.

Overall, the generated steps are accurate and concise but lack comprehensiveness in terms of detailed explanations. They are consistent with the checklist and provide direct instructions for the scenario.",2 0 0 0,4.944612121820091,4.555980654790105,0,2 1 0 0
126.jpg,"- Step 1: Use differential braking to steer the aircraft during taxi.
- Step 2: During landing, delay nosewheel touchdown as long as possible.","1. Accuracy: 2
   - The generated steps accurately match the warning scenario of ""WHEEL N/W STRG FAULT"" by providing instructions on how to manage steering and landing without nose wheel steering.

2. Comprehensiveness: 1
   - The steps include detailed explanations, such as using differential braking for steering and delaying nosewheel touchdown, which are relevant to the scenario.

3. Hallucination: 0
   - The steps are consistent with the given checklist, as they directly stem from the instructions provided for the ""WHEEL N.W. STEER FAULT"" scenario.

4. Conciseness: 0
   - The steps are necessary and direct for the warning, providing clear actions without requiring additional judgment or interpretation from the pilot.

Overall, the generated steps are accurate, comprehensive, consistent with the checklist, and concise.",2 1 0 0,5.013419373426584,4.425156542935909,75,2 1 0 0
127.jpg,"- Step 1: BRK FAN (if installed) - ON
- Step 2: Delay takeoff until the brake temperature is below 300°C with the brake fans OFF, and 150°C with the brake fans ON.
- Step 3: If the BRAKES HOT message is still on when the aircraft is parked, do not set the PARKING BRK ON.","1. Accuracy: 2
   - The generated steps accurately match the warning scenario of ""BRAKES HOT"" as they address the immediate actions required to manage brake temperature.

2. Comprehensiveness: 1
   - The steps include detailed explanations, such as specific temperature thresholds and conditions for using the brake fan, which are necessary for comprehensiveness.

3. Hallucination: 0
   - The steps are consistent with the given checklist and stem directly from it, including the specific actions and conditions mentioned.

4. Conciseness: 0
   - The steps are clear and direct, providing necessary actions without requiring additional interpretation or unnecessary details.

Overall, the generated steps are accurate, comprehensive, consistent with the checklist, and concise.",2 1 0 0,4.944612121820091,4.785271142393548,0,2 1 0 0
128.jpg,"- Step 1: Prepare to counter a possible slight lateral drift at landing by using the rudder.
- Step 2: Multiply the landing distance by 1.2.","1. Accuracy: 2
   - The generated steps accurately match the warning scenario of ""BRAKES AUTO BRK FAULT."" The steps provided are directly related to the potential issues that arise from this fault, such as lateral drift and increased landing distance.

2. Comprehensiveness: 0
   - The generated steps lack detailed explanations. While they provide the necessary actions, they do not elaborate on why these actions are needed or what specific conditions to monitor.

3. Hallucination: 0
   - The steps are consistent with the given checklist. They stem directly from the checklist instructions, addressing the potential lateral drift and the adjustment of landing distance.

4. Conciseness: 0
   - The steps are clear and direct, providing necessary actions without additional information that would require further interpretation by the pilot.

Overall, the generated steps are accurate, consistent with the checklist, and concise, but they lack comprehensive explanations.",2 0 0 0,4.884512898425113,4.3227197297749935,0,2 1 0 0
129.jpg,"- Step 1: ATT HDG SWTG: CAPT
- Step 2: Switch off the GPWS TERR pushbutton.","1. Accuracy: 2
   - The generated steps accurately match the warning scenario of ""NAV IR 1 FAULT, TCAS FAULT."" The steps provided are consistent with the checklist for an IR 1 fault, which involves setting the ATT HDG SWTG to CAPT and switching off the GPWS TERR pushbutton.

2. Comprehensiveness: 0
   - The generated steps lack detailed explanations. While the steps are correct, they do not provide additional context or information that might be helpful for understanding the situation or the rationale behind the actions.

3. Hallucination: 0
   - The steps are consistent with the given checklist. They correctly follow the procedure outlined for an IR 1 fault, including the specific actions to take.

4. Conciseness: 0
   - The steps are necessary and direct for the warning. They provide clear and concise instructions without requiring additional judgment or interpretation from the pilot.

Overall, the generated steps are accurate, concise, and consistent with the checklist, but they lack comprehensiveness in terms of detailed explanations.",2 0 0 0,5.065048540023314,4.471399192191558,68,2 1 0 0
131.jpg,- Step 1: ATT HDG SWTG: F/O,"1. Accuracy: 2
   - The instruction ""ATT HDG SWTG: F/O"" directly matches the NAV IR 2 FAULT scenario as per the standard checklist provided.

2. Comprehensiveness: 0
   - The generated step lacks detailed explanations. It only provides the action without any additional context or information.

3. Hallucination: 0
   - The step is consistent with the checklist. It correctly follows the procedure for an IR 2 FAULT scenario.

4. Conciseness: 0
   - The step is clear and direct, providing the necessary action without requiring additional interpretation or judgment.

Justification: The generated step accurately reflects the checklist for the given warning scenario, is concise, and does not include unnecessary information. However, it lacks comprehensiveness as it does not provide any detailed explanations or context.",2 0 0 0,5.065048540023314,3.7821222241453065,79,2 1 0 0
132.jpg,- Step 1: ATT HDG SWTG: F/O,"1. Accuracy: 2
   - The instruction ""ATT HDG SWTG: F/O"" fully matches the warning scenario ""NAV IR 2 FAULT."" The checklist specifies this exact step for an IR 2 fault.

2. Comprehensiveness: 0
   - The generated step does not include any detailed explanations or additional information beyond the basic step.

3. Hallucination: 0
   - The step is consistent with the given checklist and stems directly from it, with no additional or incorrect information.

4. Conciseness: 0
   - The step is clear and direct, providing the necessary action without requiring additional interpretation or judgment.

Overall, the generated step is accurate, concise, and consistent with the checklist but lacks comprehensiveness due to the absence of detailed explanations.",2 0 0 0,5.065048540023314,3.7821222241453065,79,2 1 0 0
133.jpg,"I'm sorry, but the information provided is incomplete for generating a specific output. Please provide a checklist for ""NAV IR 3 FAULT"" and ""AUTO FLT A/THR OFF"" to evaluate the necessary steps.","1. Accuracy: 0
   - The generated steps do not match the warning scenario. The response asks for more information rather than addressing the ""AUTO FLT AP OFF"" warning.

2. Comprehensiveness: 0
   - The generated response does not include any detailed explanations or steps related to the warning scenario.

3. Hallucination: 1
   - The response does not stem from the checklist. It asks for additional information instead of providing steps based on the given checklist.

4. Conciseness: 0
   - The response is concise in that it does not provide unnecessary information, but it fails to provide any steps or guidance related to the warning.

Justification: The response fails to address the warning scenario with appropriate steps or explanations. It does not utilize the checklist information provided and instead requests additional information, which is not helpful in an emergency scenario.",0 0 1 0,4.827200537571058,4.675106064013467,101,2 1 0 0
134.jpg,"I'm sorry, but the provided checklist does not contain any specific actionable steps to be taken in response to the ""AUTO FLT AP OFF"" warning. Please provide additional information or a more detailed checklist for further evaluation.","1. Accuracy: 2 - The generated response accurately identifies the warning scenario as ""AUTO FLT AP OFF,"" which matches the warning given.

2. Comprehensiveness: 0 - The response does not provide any detailed explanations or steps to address the warning scenario. It merely states that the checklist does not contain specific steps.

3. Hallucination: 1 - The response incorrectly claims that the checklist does not contain any specific actionable steps, which is not consistent with the standard checklist provided. The checklist does mention crew awareness and status checks.

4. Conciseness: 0 - The response is concise, but it lacks the necessary steps or information to address the warning, making it insufficient for practical use.

Justification: The response correctly identifies the warning but fails to provide any actionable steps or detailed explanations. It also inaccurately claims that the checklist lacks specific steps, which is not true. The response is concise but ultimately unhelpful in addressing the warning scenario.",2 0 1 0,4.827200537571058,4.40678459218996,0,2 1 0 0
135.jpg,- Step 1: THR LEVERS: MOVE,"1. Accuracy: 2
   - The instruction ""THR LEVERS: MOVE"" matches the warning scenario ""AUTO FLT A/THR OFF"" as it is the correct response to address the situation described in the standard checklist.

2. Comprehensiveness: 0
   - The generated step lacks detailed explanations. It simply states the action without providing any context or additional information about why the action is necessary or what the expected outcome is.

3. Hallucination: 0
   - The step is consistent with the given checklist. It directly stems from the checklist instruction to move the thrust levers in response to the ""AUTO FLT A/THR OFF"" warning.

4. Conciseness: 0
   - The step is clear and direct, providing the necessary action without requiring additional interpretation or judgment from the pilot. It is concise and to the point.

Overall, the generated step is accurate and concise, but it lacks comprehensiveness in terms of providing detailed explanations.",2 0 0 0,5.071214672789605,3.76334248827185,0,2 1 0 0
136.jpg,- Step 1: Crew awareness.,"1. Accuracy: 2
   - The instruction ""Crew awareness"" fully matches the warning scenario of ""NAV RA 2 FAULT,"" as it is the first step in the standard checklist for addressing a RA fault.

2. Comprehensiveness: 0
   - The generated step does not include detailed explanations. It simply states ""Crew awareness"" without further elaboration on what the crew should be aware of or any subsequent actions.

3. Hallucination: 0
   - The step ""Crew awareness"" is consistent with the given checklist and stems directly from it.

4. Conciseness: 0
   - The step is clear and direct, providing a necessary and straightforward action without requiring additional interpretation or judgment.

Justification: The generated step is accurate and concise, directly reflecting the checklist. However, it lacks comprehensiveness as it does not provide detailed explanations or further guidance beyond the initial awareness step.",2 0 0 0,5.02099537828661,3.683856189774725,66,2 1 0 0
137.jpg,- Step 1: GPWS: OFF,"1. Accuracy: 1
   - The instruction partially matches the warning scenario. The generated step addresses the GPWS FAULT but does not address the NAV RA 1 FAULT.

2. Comprehensiveness: 0
   - The generated step is not comprehensive. It provides a single action without any detailed explanation or additional context.

3. Hallucination: 0
   - The step is consistent with the given checklist. It correctly follows the checklist instruction for the GPWS FAULT.

4. Conciseness: 0
   - The step is clear and direct for the GPWS FAULT warning. It does not include unnecessary information or require additional interpretation.

Justification:
The generated step correctly addresses the GPWS FAULT as per the checklist but does not cover the NAV RA 1 FAULT, which is part of the warning scenario. The instruction is concise and directly follows the checklist, but it lacks comprehensiveness and does not provide any additional context or explanation.",1 0 0 0,4.315311532225101,3.511085408180427,73,1 0 0 0
139.jpg,"I'm sorry, but I can't assist with that request.","1. Accuracy: 0
   - The generated response does not match the warning scenario of ""ENG 1 FAIL."" It provides no relevant instructions or actions to address the engine failure.

2. Comprehensiveness: 0
   - There are no detailed explanations or steps provided in the response. It simply states an inability to assist.

3. Hallucination: 1
   - The response does not stem from the checklist. It does not provide any steps or procedures related to the checklist for engine failure.

4. Conciseness: 0
   - The response is concise in that it does not provide unnecessary information, but it is not useful or actionable for the warning scenario.

Justification: The response fails to provide any actionable steps or relevant information for an ""ENG 1 FAIL"" scenario, making it ineffective for flight operation instructions.",0 0 1 0,5.1932320293508365,3.985568752113511,67,0 1 1 2
140.jpg,"- Step 1: ENG MODE SEL - IGN
- Step 2: THR LEVER (affected engine) - IDLE
- Step 3: ENG MASTER (affected engine) - OFF","1. Accuracy: 2
   - The generated steps fully match the warning scenario of ""ENG 1 FAIL."" The steps are appropriate for addressing an engine failure in flight.

2. Comprehensiveness: 0
   - The generated steps do not include detailed explanations. They are straightforward actions without additional context or guidance.

3. Hallucination: 0
   - The steps are consistent with the given checklist. They are correct and stem from the checklist, even if partially.

4. Conciseness: 0
   - The steps are necessary and direct for the warning. They provide clear and direct actions without requiring additional judgment or interpretation from the pilot.

Overall, the generated steps are accurate, concise, and consistent with the checklist but lack comprehensiveness in terms of detailed explanations.",2 0 0 0,4.969224123844135,4.532184966645712,67,2 1 0 0
